2026-01-05 21:07:35.346 [info] Starting Python Locator /home/van/.vscode/extensions/ms-python.python-2025.20.1-linux-x64/python-env-tools/bin/pet server
2026-01-05 21:07:35.505 [info] Discovered env: /bin/python
2026-01-05 21:07:35.511 [info] Discovered env: /usr/bin/python
2026-01-05 21:07:35.513 [info] Env ("/usr/sbin/python") in Path resolved as ResolvedPythonEnv { executable: "/usr/sbin/python", prefix: "/usr", version: "3.13.7.final.0", is64_bit: true, symlinks: Some(["/usr/sbin/python"]) } and reported as Some(GlobalPaths)
2026-01-05 21:07:35.513 [info] Discovered env: /usr/sbin/python
2026-01-05 21:07:35.516 [info] Env ("/sbin/python") in Path resolved as ResolvedPythonEnv { executable: "/sbin/python", prefix: "/usr", version: "3.13.7.final.0", is64_bit: true, symlinks: Some(["/sbin/python"]) } and reported as Some(GlobalPaths)
2026-01-05 21:07:35.516 [info] Discovered env: /sbin/python
2026-01-05 21:07:35.518 [info] Env ("/usr/sbin/python3") in Path resolved as ResolvedPythonEnv { executable: "/usr/sbin/python3", prefix: "/usr", version: "3.13.7.final.0", is64_bit: true, symlinks: Some(["/usr/sbin/python3"]) } and reported as Some(GlobalPaths)
2026-01-05 21:07:35.518 [info] Env ("/sbin/python3") in Path resolved as ResolvedPythonEnv { executable: "/sbin/python3", prefix: "/usr", version: "3.13.7.final.0", is64_bit: true, symlinks: Some(["/sbin/python3"]) } and reported as Some(GlobalPaths)
2026-01-05 21:07:35.518 [info] Discovered env: /usr/sbin/python3
2026-01-05 21:07:35.523 [info] Discovered env: /sbin/python3
2026-01-05 21:07:35.526 [info] Env ("/usr/sbin/python3.13") in Path resolved as ResolvedPythonEnv { executable: "/usr/sbin/python3.13", prefix: "/usr", version: "3.13.7.final.0", is64_bit: true, symlinks: Some(["/usr/sbin/python3.13"]) } and reported as Some(GlobalPaths)
2026-01-05 21:07:35.526 [info] Discovered env: /usr/sbin/python3.13
2026-01-05 21:07:35.528 [info] Env ("/sbin/python3.13") in Path resolved as ResolvedPythonEnv { executable: "/sbin/python3.13", prefix: "/usr", version: "3.13.7.final.0", is64_bit: true, symlinks: Some(["/sbin/python3.13"]) } and reported as Some(GlobalPaths)
2026-01-05 21:07:35.528 [info] Discovered env: /sbin/python3.13
2026-01-05 23:50:52.695 [info] Resolved Python Environment /bin/python
2026-01-05 23:55:19.324 [info] Resolved Python Environment /bin/python
2026-01-06 00:06:27.672 [info] Resolved Python Environment /bin/python
2026-01-06 00:11:43.950 [info] Resolved Python Environment /bin/python
2026-01-06 00:16:06.847 [info] Resolved Python Environment /bin/python
2026-01-06 00:21:32.176 [info] Resolved Python Environment /bin/python
2026-01-06 00:23:55.025 [info] Resolved Python Environment /bin/python
2026-01-06 00:24:45.217 [info] Resolved Python Environment /bin/python
2026-01-06 00:29:48.266 [info] Resolved Python Environment /bin/python
2026-01-06 00:30:58.055 [info] Resolved Python Environment /bin/python
2026-01-06 00:34:02.901 [info] Resolved Python Environment /bin/python
2026-01-06 01:51:44.308 [info] Resolved Python Environment /bin/python
2026-01-06 01:53:18.831 [info] Resolved Python Environment /bin/python
2026-01-06 01:56:05.709 [info] Resolved Python Environment /bin/python
2026-01-06 01:56:44.148 [info] Resolved Python Environment /bin/python
2026-01-06 01:58:15.559 [info] Resolved Python Environment /bin/python
2026-01-06 02:09:47.119 [info] Resolved Python Environment /bin/python
2026-01-06 02:13:13.858 [info] Resolved Python Environment /bin/python
2026-01-06 02:14:33.200 [info] Resolved Python Environment /bin/python
2026-01-06 02:15:03.942 [info] Resolved Python Environment /bin/python
2026-01-06 02:17:44.063 [info] Resolved Python Environment /bin/python
2026-01-06 02:18:54.113 [info] Resolved Python Environment /bin/python
2026-01-06 02:20:32.242 [info] Resolved Python Environment /bin/python
2026-01-06 02:21:09.691 [info] Resolved Python Environment /bin/python
2026-01-06 02:24:39.085 [info] Resolved Python Environment /bin/python
2026-01-06 02:25:45.879 [info] Resolved Python Environment /bin/python
2026-01-06 02:27:53.472 [info] Resolved Python Environment /bin/python
2026-01-06 02:31:04.891 [info] Resolved Python Environment /bin/python
2026-01-06 02:31:38.857 [info] Resolved Python Environment /bin/python
2026-01-06 02:32:12.948 [info] Resolved Python Environment /bin/python
2026-01-06 02:33:31.566 [info] Resolved Python Environment /bin/python
2026-01-06 02:36:57.727 [info] Resolved Python Environment /bin/python
2026-01-06 02:37:40.674 [info] Resolved Python Environment /bin/python
2026-01-06 02:38:33.174 [info] Resolved Python Environment /bin/python
2026-01-06 02:40:29.347 [info] Resolved Python Environment /bin/python
2026-01-06 02:40:59.477 [info] Resolved Python Environment /bin/python
2026-01-06 02:42:15.954 [info] Resolved Python Environment /bin/python
2026-01-06 02:43:23.805 [info] Resolved Python Environment /bin/python
2026-01-06 02:45:11.851 [info] Resolved Python Environment /bin/python
2026-01-06 02:49:30.346 [info] Resolved Python Environment /bin/python
2026-01-06 02:50:19.550 [info] Resolved Python Environment /bin/python
2026-01-06 02:53:49.410 [info] Resolved Python Environment /bin/python
2026-01-06 02:57:39.290 [info] Resolved Python Environment /bin/python
2026-01-06 02:58:24.313 [info] Resolved Python Environment /bin/python
2026-01-06 03:02:04.424 [info] Resolved Python Environment /bin/python
2026-01-06 03:05:29.109 [info] Resolved Python Environment /bin/python
2026-01-06 03:07:43.187 [info] Resolved Python Environment /bin/python
2026-01-06 03:10:05.435 [info] Resolved Python Environment /bin/python
2026-01-06 03:10:50.798 [info] Resolved Python Environment /bin/python
2026-01-06 03:12:56.028 [info] Resolved Python Environment /bin/python
2026-01-06 03:14:26.449 [info] Resolved Python Environment /bin/python
2026-01-06 03:20:21.107 [info] Resolved Python Environment /bin/python
2026-01-06 03:20:53.886 [info] Resolved Python Environment /bin/python
2026-01-06 03:23:21.270 [info] Resolved Python Environment /bin/python
2026-01-06 04:46:56.639 [info] Resolved Python Environment /bin/python
2026-01-06 05:28:32.278 [info] Resolved Python Environment /bin/python
2026-01-06 05:32:11.421 [info] Resolved Python Environment /bin/python
2026-01-06 05:35:51.245 [info] Resolved Python Environment /bin/python
2026-01-06 05:52:08.649 [info] Resolved Python Environment /bin/python
2026-01-06 05:55:38.753 [info] Resolved Python Environment /bin/python
2026-01-06 05:56:12.513 [info] Resolved Python Environment /bin/python
2026-01-06 05:56:51.744 [info] Resolved Python Environment /bin/python
2026-01-06 06:14:29.749 [info] Resolved Python Environment /bin/python
2026-01-06 06:19:40.098 [info] Resolved Python Environment /bin/python
2026-01-06 06:35:15.067 [info] Resolved Python Environment /bin/python
2026-01-06 07:12:18.872 [info] Resolved Python Environment /bin/python
2026-01-06 07:14:38.190 [info] Resolved Python Environment /bin/python
2026-01-06 07:17:45.967 [info] Resolved Python Environment /bin/python
2026-01-06 07:18:38.766 [info] Resolved Python Environment /bin/python
2026-01-06 07:19:34.794 [info] Resolved Python Environment /bin/python
2026-01-06 07:20:37.974 [info] Resolved Python Environment /bin/python
2026-01-06 07:22:03.087 [info] Resolved Python Environment /bin/python
2026-01-06 07:23:16.732 [info] Resolved Python Environment /bin/python
2026-01-06 07:27:13.687 [info] Resolved Python Environment /bin/python
2026-01-06 07:29:52.280 [info] Resolved Python Environment /bin/python
2026-01-06 07:30:51.907 [info] Resolved Python Environment /bin/python
2026-01-06 07:36:05.096 [info] Resolved Python Environment /bin/python
2026-01-06 07:40:57.950 [info] Resolved Python Environment /bin/python
2026-01-06 07:42:55.669 [info] Resolved Python Environment /bin/python
2026-01-06 07:43:35.172 [info] Resolved Python Environment /bin/python
2026-01-06 07:44:26.012 [info] Resolved Python Environment /bin/python
2026-01-06 07:45:11.209 [info] Resolved Python Environment /bin/python
2026-01-06 07:47:49.176 [info] Resolved Python Environment /bin/python
2026-01-06 07:52:25.323 [info] Resolved Python Environment /bin/python
2026-01-06 07:53:02.374 [info] Resolved Python Environment /bin/python
2026-01-06 07:54:22.897 [info] Resolved Python Environment /bin/python
2026-01-06 07:56:13.646 [info] Resolved Python Environment /bin/python
2026-01-06 07:57:04.248 [info] Resolved Python Environment /bin/python
2026-01-06 07:58:15.262 [info] Resolved Python Environment /bin/python
